transaction_id,customer_id,amount,payment_status,failure_reason,retry_count,customer_type,payment_method,subscription_status,days_since_last_payment,transaction_time
TXN0277,CUST1122,2992,failed,card_declined,1,premium,Wallet,inactive,15,2026-08-02 10:29:00
TXN0278,CUST1146,11676,success,none,0,new,Credit Card,inactive,26,2026-08-07 21:24:00
TXN0279,CUST1105,11512,success,none,0,new,Net Banking,not_applicable,58,2026-08-22 11:07:00
TXN0280,CUST1188,12116,success,none,0,new,Credit Card,not_applicable,20,2026-08-22 18:30:00
TXN0281,CUST1134,6372,success,none,0,returning,Credit Card,not_applicable,21,2026-08-25 20:40:00
TXN0282,CUST1090,11272,failed,bank_timeout,1,premium,Debit Card,active,35,2026-08-14 14:02:00
TXN0283,CUST1057,5075,failed,card_declined,2,returning,Credit Card,inactive,22,2026-08-26 12:12:00
TXN0284,CUST1184,4679,failed,authentication_failed,3,returning,UPI,inactive,52,2026-08-16 16:58:00
TXN0285,CUST1197,13381,success,none,0,new,Debit Card,not_applicable,5,2026-08-16 18:19:00
TXN0286,CUST1113,10946,success,none,0,returning,Net Banking,not_applicable,17,2026-08-26 13:52:00
TXN0287,CUST1178,4649,failed,authentication_failed,1,new,UPI,active,3,2026-08-25 04:02:00
TXN0288,CUST1057,10651,success,none,0,new,UPI,inactive,45,2026-08-22 11:59:00
TXN0289,CUST1025,11359,abandoned,checkout_abandoned,1,new,UPI,inactive,41,2026-08-22 15:35:00
TXN0290,CUST1122,10857,success,none,0,new,Debit Card,not_applicable,3,2026-08-05 01:42:00
TXN0291,CUST1166,9605,failed,insufficient_balance,1,new,Wallet,inactive,56,2026-08-09 00:00:00
TXN0292,CUST1009,13899,success,none,0,returning,Net Banking,not_applicable,55,2026-08-14 04:10:00
TXN0293,CUST1009,350,failed,network_error,2,returning,Wallet,inactive,41,2026-08-25 17:25:00
TXN0294,CUST1134,8291,success,none,0,new,Wallet,active,51,2026-08-06 03:02:00
TXN0295,CUST1084,2861,failed,bank_timeout,0,premium,Net Banking,inactive,21,2026-08-14 10:14:00
TXN0296,CUST1145,11248,failed,card_declined,3,new,Credit Card,not_applicable,20,2026-08-04 22:44:00
TXN0297,CUST1102,11164,abandoned,checkout_abandoned,3,new,Credit Card,inactive,59,2026-08-12 06:56:00
TXN0298,CUST1001,4471,success,none,0,returning,Credit Card,inactive,21,2026-08-14 17:48:00
TXN0299,CUST1149,12042,success,none,0,premium,UPI,active,44,2026-08-11 18:06:00
TXN0300,CUST1015,11140,success,none,0,new,Net Banking,inactive,43,2026-08-23 20:53:00
TXN0301,CUST1180,12812,failed,network_error,2,returning,UPI,not_applicable,14,2026-08-10 23:20:00
TXN0302,CUST1034,8033,failed,authentication_failed,2,new,Net Banking,inactive,44,2026-08-25 23:54:00
TXN0303,CUST1120,12607,failed,authentication_failed,0,premium,Credit Card,inactive,28,2026-08-25 00:54:00
TXN0304,CUST1180,6126,success,none,0,new,Wallet,not_applicable,57,2026-08-24 00:07:00
TXN0305,CUST1051,9582,success,none,0,premium,Credit Card,inactive,28,2026-08-06 06:57:00
TXN0306,CUST1174,3564,success,none,0,premium,Wallet,inactive,28,2026-08-03 12:46:00
TXN0307,CUST1116,2360,success,none,0,premium,Net Banking,active,35,2026-08-22 01:02:00
TXN0308,CUST1172,13419,success,none,0,returning,UPI,active,47,2026-08-10 22:00:00
TXN0309,CUST1148,1395,success,none,0,new,Net Banking,active,34,2026-08-03 17:48:00
TXN0310,CUST1017,7933,success,none,0,new,Debit Card,active,49,2026-08-30 04:42:00
TXN0311,CUST1186,10781,abandoned,checkout_abandoned,3,returning,Debit Card,inactive,55,2026-08-18 04:19:00
TXN0312,CUST1096,1513,success,none,0,premium,Wallet,active,7,2026-08-09 02:56:00
TXN0313,CUST1137,6638,failed,bank_timeout,0,premium,Credit Card,active,19,2026-08-22 01:43:00
TXN0314,CUST1172,11980,success,none,0,premium,Net Banking,active,15,2026-08-21 23:07:00
TXN0315,CUST1088,2740,abandoned,checkout_abandoned,0,returning,Credit Card,active,51,2026-08-20 01:55:00
TXN0316,CUST1157,12750,success,none,0,new,Credit Card,active,38,2026-08-02 12:40:00
TXN0317,CUST1114,9993,success,none,0,premium,UPI,active,25,2026-08-20 23:27:00
TXN0318,CUST1059,9042,success,none,0,new,UPI,inactive,14,2026-08-27 05:15:00
TXN0319,CUST1081,9660,success,none,0,premium,Debit Card,active,42,2026-08-24 17:20:00
TXN0320,CUST1056,6974,success,none,0,returning,Debit Card,not_applicable,56,2026-08-08 23:17:00
TXN0321,CUST1160,11319,success,none,0,returning,Wallet,inactive,60,2026-08-30 06:40:00
TXN0322,CUST1171,6443,failed,card_declined,1,premium,Debit Card,active,24,2026-08-09 08:50:00
TXN0323,CUST1193,9012,failed,network_error,1,returning,Credit Card,inactive,58,2026-08-03 14:56:00
TXN0324,CUST1143,6960,success,none,0,returning,Wallet,inactive,15,2026-08-12 14:31:00
TXN0325,CUST1052,5610,abandoned,checkout_abandoned,2,premium,UPI,active,34,2026-08-09 16:03:00
TXN0326,CUST1013,4597,failed,insufficient_balance,1,returning,Wallet,not_applicable,46,2026-08-26 10:24:00
TXN0327,CUST1055,8053,success,none,0,new,Debit Card,active,13,2026-08-09 15:33:00
TXN0328,CUST1189,2121,abandoned,checkout_abandoned,1,premium,Net Banking,active,58,2026-08-11 21:24:00
TXN0329,CUST1141,5468,success,none,0,returning,Net Banking,not_applicable,22,2026-08-15 00:52:00
TXN0330,CUST1066,6091,success,none,0,premium,Net Banking,inactive,30,2026-08-15 13:46:00
TXN0331,CUST1052,6272,success,none,0,returning,Net Banking,active,47,2026-08-07 15:23:00
TXN0332,CUST1004,4471,failed,card_declined,2,premium,Wallet,active,12,2026-08-16 00:18:00
TXN0333,CUST1058,6422,success,none,0,premium,Credit Card,inactive,60,2026-08-16 08:42:00
TXN0334,CUST1065,12705,success,none,0,returning,Net Banking,not_applicable,50,2026-08-17 00:40:00
TXN0335,CUST1043,2492,success,none,0,premium,Wallet,inactive,41,2026-08-03 16:09:00
TXN0336,CUST1134,753,failed,card_declined,1,new,UPI,not_applicable,14,2026-08-04 02:14:00
TXN0337,CUST1181,2673,success,none,0,new,Credit Card,inactive,3,2026-08-29 02:50:00
TXN0338,CUST1163,11123,failed,insufficient_balance,0,premium,Net Banking,inactive,35,2026-08-19 17:17:00
TXN0339,CUST1003,473,success,none,0,premium,Debit Card,active,1,2026-08-23 20:33:00
TXN0340,CUST1178,11242,success,none,0,returning,Credit Card,active,33,2026-08-07 18:38:00
TXN0341,CUST1061,3343,success,none,0,premium,Wallet,active,17,2026-08-19 01:31:00
TXN0342,CUST1020,6311,failed,bank_timeout,2,returning,Net Banking,not_applicable,52,2026-08-04 16:03:00
TXN0343,CUST1167,14260,success,none,0,premium,UPI,active,24,2026-08-26 03:41:00
TXN0344,CUST1121,1118,failed,insufficient_balance,3,premium,UPI,active,41,2026-08-16 01:50:00
TXN0345,CUST1144,14255,abandoned,checkout_abandoned,1,new,Wallet,active,57,2026-08-26 19:04:00
TXN0346,CUST1121,4640,failed,network_error,0,new,UPI,active,59,2026-08-15 07:30:00
TXN0347,CUST1004,3593,failed,card_declined,0,premium,Credit Card,active,10,2026-08-26 15:59:00
TXN0348,CUST1061,9483,success,none,0,returning,Wallet,not_applicable,8,2026-08-04 13:39:00
TXN0349,CUST1128,12412,success,none,0,returning,UPI,active,53,2026-08-04 11:01:00
TXN0350,CUST1087,10114,success,none,0,premium,Wallet,active,1,2026-08-29 20:37:00
TXN0351,CUST1069,13036,success,none,0,returning,Net Banking,not_applicable,60,2026-08-18 02:03:00
TXN0352,CUST1110,3242,failed,insufficient_balance,2,premium,Wallet,active,45,2026-08-04 08:17:00
TXN0353,CUST1021,4589,failed,bank_timeout,3,new,Net Banking,inactive,23,2026-08-05 20:22:00
TXN0354,CUST1023,284,success,none,0,returning,Net Banking,inactive,6,2026-08-07 00:43:00
TXN0355,CUST1022,3269,failed,authentication_failed,3,returning,Net Banking,active,1,2026-08-05 01:53:00
TXN0356,CUST1090,9279,failed,network_error,3,new,Wallet,active,18,2026-08-19 19:59:00
TXN0357,CUST1099,12964,abandoned,checkout_abandoned,1,new,Wallet,not_applicable,33,2026-08-08 17:13:00
TXN0358,CUST1175,6436,success,none,0,new,Credit Card,inactive,31,2026-08-07 15:23:00
TXN0359,CUST1016,2938,success,none,0,returning,Debit Card,inactive,50,2026-08-04 12:01:00
TXN0360,CUST1092,4322,failed,bank_timeout,3,new,Net Banking,active,8,2026-08-14 20:46:00
TXN0361,CUST1001,6682,success,none,0,returning,Wallet,inactive,28,2026-08-16 05:37:00
TXN0362,CUST1110,13559,success,none,0,premium,Wallet,active,38,2026-08-10 03:23:00
TXN0363,CUST1122,5346,abandoned,checkout_abandoned,2,new,Net Banking,not_applicable,44,2026-08-29 19:17:00
TXN0364,CUST1125,9634,success,none,0,new,Debit Card,inactive,23,2026-08-06 04:23:00
TXN0365,CUST1144,3472,success,none,0,premium,Wallet,inactive,1,2026-08-22 00:12:00
TXN0366,CUST1181,3633,failed,insufficient_balance,3,returning,Debit Card,not_applicable,31,2026-08-07 08:01:00
TXN0367,CUST1162,5160,failed,card_declined,3,new,Debit Card,active,28,2026-08-28 05:06:00
TXN0368,CUST1122,9738,success,none,0,returning,Wallet,not_applicable,26,2026-08-25 17:48:00
TXN0369,CUST1009,13154,failed,insufficient_balance,0,returning,Wallet,active,42,2026-08-17 03:45:00
TXN0370,CUST1042,10799,failed,card_declined,2,premium,UPI,active,6,2026-08-01 11:31:00
TXN0371,CUST1025,4438,failed,authentication_failed,1,new,Wallet,inactive,23,2026-08-18 19:13:00
TXN0372,CUST1118,12853,failed,bank_timeout,2,premium,Wallet,active,30,2026-08-05 18:11:00
TXN0373,CUST1075,7014,failed,bank_timeout,2,new,UPI,inactive,21,2026-08-21 17:20:00
TXN0374,CUST1052,8736,success,none,0,returning,Debit Card,inactive,46,2026-08-21 14:11:00
TXN0375,CUST1081,1299,failed,insufficient_balance,0,returning,UPI,inactive,41,2026-08-05 23:27:00
TXN0376,CUST1173,13307,success,none,0,new,Credit Card,not_applicable,10,2026-08-16 01:31:00
TXN0377,CUST1143,7184,failed,bank_timeout,1,returning,Credit Card,not_applicable,42,2026-08-20 16:00:00
TXN0378,CUST1101,677,abandoned,checkout_abandoned,3,premium,Wallet,inactive,27,2026-08-18 16:42:00
TXN0379,CUST1001,11745,success,none,0,new,Credit Card,not_applicable,51,2026-08-03 20:20:00
TXN0380,CUST1147,1866,success,none,0,premium,Credit Card,active,29,2026-08-06 04:28:00
TXN0381,CUST1067,11187,abandoned,checkout_abandoned,2,returning,Wallet,not_applicable,24,2026-08-28 19:42:00
TXN0382,CUST1100,9816,success,none,0,new,Debit Card,inactive,39,2026-08-08 20:26:00
TXN0383,CUST1172,11765,failed,bank_timeout,2,returning,Wallet,active,15,2026-08-14 21:33:00
TXN0384,CUST1029,3198,success,none,0,returning,Credit Card,inactive,38,2026-08-07 06:35:00
TXN0385,CUST1147,6485,success,none,0,returning,Credit Card,not_applicable,44,2026-08-30 08:47:00
TXN0386,CUST1044,9290,success,none,0,new,Net Banking,active,20,2026-08-21 12:36:00
TXN0387,CUST1158,1077,success,none,0,returning,UPI,active,52,2026-08-18 11:22:00
TXN0388,CUST1143,8480,success,none,0,premium,Net Banking,active,26,2026-08-21 04:48:00
TXN0389,CUST1125,2939,success,none,0,new,Wallet,active,18,2026-08-02 11:42:00
TXN0390,CUST1070,3882,success,none,0,premium,Debit Card,active,36,2026-08-23 13:00:00
TXN0391,CUST1140,8568,success,none,0,new,Wallet,not_applicable,52,2026-08-17 16:42:00
TXN0392,CUST1138,13676,success,none,0,new,Net Banking,inactive,6,2026-08-30 17:59:00
TXN0393,CUST1192,4254,success,none,0,returning,UPI,inactive,55,2026-08-04 23:00:00
TXN0394,CUST1112,14375,success,none,0,new,Credit Card,not_applicable,37,2026-08-16 22:58:00
TXN0395,CUST1181,10197,success,none,0,premium,Net Banking,active,50,2026-08-10 09:41:00
TXN0396,CUST1052,13395,success,none,0,new,Wallet,inactive,38,2026-08-25 12:28:00
TXN0397,CUST1043,5501,success,none,0,premium,Debit Card,active,60,2026-08-24 09:52:00
TXN0398,CUST1173,13554,abandoned,checkout_abandoned,3,new,Credit Card,active,17,2026-08-30 20:24:00
TXN0399,CUST1032,11691,success,none,0,new,Credit Card,inactive,53,2026-08-12 06:23:00
TXN0400,CUST1194,14019,success,none,0,premium,Net Banking,inactive,40,2026-08-13 05:30:00
TXN0401,CUST1160,6985,success,none,0,returning,Net Banking,active,25,2026-08-24 11:11:00
TXN0402,CUST1191,4757,success,none,0,premium,Debit Card,active,20,2026-08-27 11:39:00
TXN0403,CUST1000,14435,failed,card_declined,2,premium,UPI,active,50,2026-08-25 07:44:00
TXN0404,CUST1101,3767,success,none,0,returning,Credit Card,inactive,53,2026-08-13 21:45:00
TXN0405,CUST1086,9166,failed,card_declined,2,premium,Credit Card,inactive,48,2026-08-03 04:52:00
TXN0406,CUST1011,1830,success,none,0,premium,Net Banking,active,28,2026-08-21 18:38:00
TXN0407,CUST1000,7208,abandoned,checkout_abandoned,2,new,Credit Card,active,55,2026-08-13 11:18:00
TXN0408,CUST1023,10923,success,none,0,returning,Debit Card,not_applicable,57,2026-08-30 12:47:00
TXN0409,CUST1042,1047,failed,bank_timeout,3,returning,Debit Card,not_applicable,5,2026-08-05 07:57:00
TXN0410,CUST1000,3695,success,none,0,returning,UPI,active,33,2026-08-21 06:07:00
TXN0411,CUST1002,331,failed,card_declined,1,premium,Debit Card,active,4,2026-08-11 10:04:00
TXN0412,CUST1098,1662,success,none,0,premium,UPI,active,56,2026-08-14 14:51:00
TXN0413,CUST1035,6469,success,none,0,new,Credit Card,not_applicable,0,2026-08-28 18:37:00
TXN0414,CUST1166,2887,failed,bank_timeout,3,returning,Debit Card,not_applicable,43,2026-08-21 03:12:00
TXN0415,CUST1055,1619,failed,authentication_failed,3,new,Credit Card,inactive,27,2026-08-15 07:31:00
TXN0416,CUST1035,4258,success,none,0,returning,UPI,not_applicable,38,2026-08-28 15:39:00
TXN0417,CUST1072,12961,failed,network_error,1,premium,UPI,inactive,38,2026-08-24 04:32:00
TXN0418,CUST1048,12451,failed,bank_timeout,3,returning,Debit Card,inactive,7,2026-08-11 23:19:00
TXN0419,CUST1127,10653,success,none,0,premium,UPI,active,23,2026-08-15 09:40:00
TXN0420,CUST1033,6536,success,none,0,premium,Net Banking,inactive,11,2026-08-22 10:28:00
TXN0421,CUST1197,1394,success,none,0,new,Wallet,inactive,13,2026-08-02 19:30:00
TXN0422,CUST1015,13130,success,none,0,returning,Wallet,not_applicable,32,2026-08-19 21:45:00
TXN0423,CUST1108,11697,failed,authentication_failed,1,returning,UPI,inactive,5,2026-08-15 02:30:00
TXN0424,CUST1020,8576,success,none,0,new,Credit Card,inactive,37,2026-08-29 20:49:00
TXN0425,CUST1195,13871,success,none,0,premium,UPI,active,46,2026-08-11 20:39:00
TXN0426,CUST1014,4204,success,none,0,new,Net Banking,not_applicable,38,2026-08-03 12:06:00
TXN0427,CUST1079,11112,success,none,0,premium,Credit Card,inactive,8,2026-08-01 12:23:00
TXN0428,CUST1041,8332,success,none,0,returning,Wallet,not_applicable,16,2026-08-08 14:22:00
TXN0429,CUST1095,2278,failed,insufficient_balance,0,premium,Debit Card,active,51,2026-08-20 12:56:00
TXN0430,CUST1069,8781,failed,authentication_failed,0,new,Debit Card,inactive,29,2026-08-24 05:54:00
TXN0431,CUST1092,1107,success,none,0,returning,Wallet,active,16,2026-08-05 16:23:00
TXN0432,CUST1146,11243,success,none,0,premium,UPI,inactive,0,2026-08-03 00:06:00
TXN0433,CUST1003,4205,success,none,0,new,Net Banking,active,11,2026-08-02 14:37:00
TXN0434,CUST1141,13357,success,none,0,premium,Net Banking,active,26,2026-08-15 13:27:00
TXN0435,CUST1069,13732,success,none,0,new,Wallet,not_applicable,43,2026-08-03 09:31:00
TXN0436,CUST1045,3855,abandoned,checkout_abandoned,0,premium,UPI,active,55,2026-08-13 20:21:00
TXN0437,CUST1198,14040,success,none,0,returning,Debit Card,inactive,0,2026-08-17 18:57:00
TXN0438,CUST1051,4976,failed,bank_timeout,3,premium,Debit Card,active,37,2026-08-23 10:52:00
TXN0439,CUST1197,12911,failed,bank_timeout,1,new,Wallet,active,59,2026-08-19 15:52:00
TXN0440,CUST1006,4016,failed,insufficient_balance,2,premium,Debit Card,active,48,2026-08-30 21:57:00
TXN0441,CUST1096,14109,success,none,0,premium,Debit Card,inactive,15,2026-08-20 02:33:00
TXN0442,CUST1125,1180,success,none,0,new,Debit Card,active,57,2026-08-24 15:42:00
TXN0443,CUST1105,11681,abandoned,checkout_abandoned,0,returning,Net Banking,not_applicable,6,2026-08-24 00:03:00
TXN0444,CUST1034,10639,failed,insufficient_balance,3,returning,UPI,not_applicable,8,2026-08-11 18:37:00
TXN0445,CUST1074,4475,failed,network_error,2,returning,Net Banking,inactive,17,2026-08-11 15:09:00
TXN0446,CUST1019,3520,success,none,0,new,Wallet,active,10,2026-08-21 11:02:00
TXN0447,CUST1119,5344,success,none,0,returning,UPI,active,28,2026-08-15 00:45:00
TXN0448,CUST1118,4540,success,none,0,new,UPI,not_applicable,19,2026-08-28 10:58:00
TXN0449,CUST1010,3721,success,none,0,returning,Credit Card,active,22,2026-08-19 00:48:00
TXN0450,CUST1131,1001,success,none,0,premium,Debit Card,active,1,2026-08-19 09:42:00
TXN0451,CUST1115,9307,success,none,0,premium,Wallet,active,6,2026-08-07 08:41:00
TXN0452,CUST1031,394,success,none,0,new,Credit Card,inactive,23,2026-08-29 16:27:00
TXN0453,CUST1165,1575,success,none,0,premium,Wallet,active,1,2026-08-03 22:25:00
TXN0454,CUST1050,14985,failed,insufficient_balance,2,premium,Net Banking,active,2,2026-08-21 23:31:00
TXN0455,CUST1012,2951,failed,card_declined,3,premium,Net Banking,active,24,2026-08-20 10:01:00
TXN0456,CUST1044,5998,success,none,0,new,Credit Card,inactive,56,2026-08-07 18:20:00
TXN0457,CUST1008,10260,success,none,0,premium,Wallet,active,31,2026-08-19 18:00:00
TXN0458,CUST1140,8047,success,none,0,new,UPI,active,26,2026-08-10 01:51:00
TXN0459,CUST1164,14693,failed,authentication_failed,0,premium,Credit Card,active,50,2026-08-17 08:14:00
TXN0460,CUST1122,9120,abandoned,checkout_abandoned,2,returning,Debit Card,inactive,17,2026-08-09 04:24:00
TXN0461,CUST1006,5423,success,none,0,premium,Credit Card,active,3,2026-08-22 11:12:00
TXN0462,CUST1135,6055,abandoned,checkout_abandoned,0,premium,Credit Card,active,42,2026-08-11 23:24:00
TXN0463,CUST1068,8942,failed,bank_timeout,3,premium,UPI,active,59,2026-08-08 21:44:00
TXN0464,CUST1045,4074,failed,network_error,0,premium,Debit Card,inactive,44,2026-08-17 00:07:00
TXN0465,CUST1145,9433,abandoned,checkout_abandoned,3,new,Wallet,not_applicable,19,2026-08-08 23:45:00
TXN0466,CUST1125,820,success,none,0,new,UPI,active,1,2026-08-24 23:01:00
TXN0467,CUST1122,210,success,none,0,returning,Wallet,active,21,2026-08-09 01:50:00
TXN0468,CUST1082,1174,failed,bank_timeout,0,new,Credit Card,not_applicable,55,2026-08-17 14:33:00
TXN0469,CUST1018,6319,failed,network_error,2,premium,Net Banking,active,8,2026-08-08 04:02:00
TXN0470,CUST1187,7356,failed,bank_timeout,2,premium,Net Banking,active,42,2026-08-27 19:17:00
TXN0471,CUST1044,6398,success,none,0,returning,Debit Card,not_applicable,0,2026-08-27 01:41:00
TXN0472,CUST1100,14137,success,none,0,premium,UPI,active,58,2026-08-28 19:47:00
TXN0473,CUST1056,10678,abandoned,checkout_abandoned,1,premium,UPI,active,47,2026-08-04 12:59:00
TXN0474,CUST1060,5881,failed,insufficient_balance,2,returning,Credit Card,inactive,0,2026-08-13 01:40:00
TXN0475,CUST1053,4287,success,none,0,premium,UPI,active,46,2026-08-01 01:23:00
TXN0476,CUST1012,6522,abandoned,checkout_abandoned,3,returning,Net Banking,inactive,56,2026-08-18 05:39:00
TXN0477,CUST1089,9145,failed,authentication_failed,1,returning,UPI,active,28,2026-08-04 08:30:00
TXN0478,CUST1008,5030,success,none,0,new,Debit Card,active,4,2026-08-16 13:20:00
TXN0479,CUST1043,14746,failed,authentication_failed,0,returning,Credit Card,inactive,38,2026-08-28 22:15:00
TXN0480,CUST1123,11741,abandoned,checkout_abandoned,1,new,Net Banking,not_applicable,56,2026-08-20 18:15:00
TXN0481,CUST1040,1076,success,none,0,new,Debit Card,active,26,2026-08-26 05:14:00
TXN0482,CUST1184,12158,failed,network_error,1,premium,Debit Card,active,3,2026-08-18 21:09:00
TXN0483,CUST1146,9204,success,none,0,returning,Credit Card,active,27,2026-08-04 23:42:00
TXN0484,CUST1075,13697,success,none,0,premium,Wallet,active,1,2026-08-10 10:02:00
TXN0485,CUST1043,10655,success,none,0,returning,UPI,active,19,2026-08-19 02:08:00
TXN0486,CUST1120,8212,success,none,0,premium,Debit Card,inactive,24,2026-08-09 09:56:00
TXN0487,CUST1094,14706,success,none,0,returning,Debit Card,active,16,2026-08-21 00:18:00
TXN0488,CUST1119,4514,failed,bank_timeout,0,new,Debit Card,active,42,2026-08-16 15:30:00
TXN0489,CUST1138,6981,failed,card_declined,3,premium,Credit Card,inactive,43,2026-08-22 14:38:00
TXN0490,CUST1146,14644,success,none,0,new,Net Banking,inactive,57,2026-08-02 13:55:00
TXN0491,CUST1128,9557,failed,authentication_failed,1,premium,Wallet,active,60,2026-08-21 10:28:00
TXN0492,CUST1044,2937,success,none,0,new,Credit Card,inactive,5,2026-08-20 19:33:00
TXN0493,CUST1051,13675,failed,network_error,2,premium,Credit Card,inactive,58,2026-08-04 01:11:00
TXN0494,CUST1022,6557,failed,network_error,3,premium,Net Banking,active,50,2026-08-29 08:32:00
TXN0495,CUST1150,8760,success,none,0,returning,UPI,active,36,2026-08-27 18:10:00
TXN0496,CUST1149,12624,failed,insufficient_balance,2,new,UPI,not_applicable,56,2026-08-16 15:35:00
TXN0497,CUST1105,4526,failed,card_declined,0,returning,Net Banking,active,17,2026-08-19 08:09:00
TXN0498,CUST1036,10328,success,none,0,premium,Net Banking,active,44,2026-08-11 19:29:00
TXN0499,CUST1012,12417,abandoned,checkout_abandoned,0,returning,Debit Card,inactive,52,2026-08-14 19:01:00
TXN0500,CUST1079,4792,abandoned,checkout_abandoned,1,returning,UPI,active,19,2026-08-21 03:59:00
