transaction_id,amount,risk_score,risk_level,revenue_at_risk,reasons
TXN0450,1001.0,0,LOW,0.0,[]
TXN0451,9307.0,0,LOW,0.0,[]
TXN0452,394.0,0,LOW,0.0,[]
TXN0453,1575.0,0,LOW,0.0,[]
TXN0454,14985.0,70,HIGH,14985.0,"['Payment failed', 'Multiple recovery attempts already made']"
TXN0455,2951.0,70,HIGH,2951.0,"['Payment failed', 'Multiple recovery attempts already made']"
TXN0456,5998.0,0,LOW,0.0,[]
TXN0457,10260.0,0,LOW,0.0,[]
TXN0458,8047.0,0,LOW,0.0,[]
TXN0459,14693.0,50,MEDIUM,14693.0,['Payment failed']
TXN0460,9120.0,60,MEDIUM,9120.0,"['Checkout was abandoned', 'Multiple recovery attempts already made']"
TXN0461,5423.0,0,LOW,0.0,[]
TXN0462,6055.0,40,MEDIUM,6055.0,['Checkout was abandoned']
TXN0463,8942.0,70,HIGH,8942.0,"['Payment failed', 'Multiple recovery attempts already made']"
TXN0464,4074.0,50,MEDIUM,4074.0,['Payment failed']
TXN0465,9433.0,60,MEDIUM,9433.0,"['Checkout was abandoned', 'Multiple recovery attempts already made']"
TXN0466,820.0,0,LOW,0.0,[]
TXN0467,210.0,0,LOW,0.0,[]
TXN0468,1174.0,50,MEDIUM,1174.0,['Payment failed']
TXN0469,6319.0,70,HIGH,6319.0,"['Payment failed', 'Multiple recovery attempts already made']"
TXN0470,7356.0,70,HIGH,7356.0,"['Payment failed', 'Multiple recovery attempts already made']"
TXN0471,6398.0,0,LOW,0.0,[]
TXN0472,14137.0,0,LOW,0.0,[]
TXN0473,10678.0,40,MEDIUM,10678.0,['Checkout was abandoned']
TXN0474,5881.0,70,HIGH,5881.0,"['Payment failed', 'Multiple recovery attempts already made']"
TXN0475,4287.0,0,LOW,0.0,[]
TXN0476,6522.0,60,MEDIUM,6522.0,"['Checkout was abandoned', 'Multiple recovery attempts already made']"
TXN0477,9145.0,50,MEDIUM,9145.0,['Payment failed']
TXN0478,5030.0,0,LOW,0.0,[]
TXN0479,14746.0,50,MEDIUM,14746.0,['Payment failed']
TXN0480,11741.0,40,MEDIUM,11741.0,['Checkout was abandoned']
TXN0481,1076.0,0,LOW,0.0,[]
TXN0482,12158.0,50,MEDIUM,12158.0,['Payment failed']
TXN0483,9204.0,0,LOW,0.0,[]
TXN0484,13697.0,0,LOW,0.0,[]
TXN0485,10655.0,0,LOW,0.0,[]
TXN0486,8212.0,0,LOW,0.0,[]
TXN0487,14706.0,0,LOW,0.0,[]
TXN0488,4514.0,50,MEDIUM,4514.0,['Payment failed']
TXN0489,6981.0,70,HIGH,6981.0,"['Payment failed', 'Multiple recovery attempts already made']"
TXN0490,14644.0,0,LOW,0.0,[]
TXN0491,9557.0,50,MEDIUM,9557.0,['Payment failed']
TXN0492,2937.0,0,LOW,0.0,[]
TXN0493,13675.0,70,HIGH,13675.0,"['Payment failed', 'Multiple recovery attempts already made']"
TXN0494,6557.0,70,HIGH,6557.0,"['Payment failed', 'Multiple recovery attempts already made']"
TXN0495,8760.0,0,LOW,0.0,[]
TXN0496,12624.0,70,HIGH,12624.0,"['Payment failed', 'Multiple recovery attempts already made']"
TXN0497,4526.0,50,MEDIUM,4526.0,['Payment failed']
TXN0498,10328.0,0,LOW,0.0,[]
TXN0499,12417.0,40,MEDIUM,12417.0,['Checkout was abandoned']
TXN0500,4792.0,40,MEDIUM,4792.0,['Checkout was abandoned']
