transaction_id,customer_id,amount,payment_status,failure_reason,retry_count,recovery_action,priority,executed,success,recovered_amount,result,message
TXN0192,CUST1117,13830.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0193,CUST1150,6759.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0194,CUST1056,5655.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0195,CUST1049,12916.0,failed,bank_timeout,1,RETRY_PAYMENT,MEDIUM,True,False,0.0,FAILED,Recovery attempt was unsuccessful.
TXN0196,CUST1050,3041.0,failed,insufficient_balance,1,PAYMENT_REMINDER,HIGH,True,True,3041.0,RECOVERED,Revenue successfully recovered.
TXN0197,CUST1193,9435.0,failed,authentication_failed,2,ALTERNATIVE_PAYMENT,MEDIUM,True,True,9435.0,RECOVERED,Revenue successfully recovered.
TXN0198,CUST1112,1317.0,failed,network_error,0,RETRY_PAYMENT,MEDIUM,True,True,1317.0,RECOVERED,Revenue successfully recovered.
TXN0199,CUST1079,7764.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0200,CUST1023,10275.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0201,CUST1115,13467.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0202,CUST1015,7580.0,abandoned,checkout_abandoned,0,PAYMENT_REMINDER,MEDIUM,True,True,7580.0,RECOVERED,Revenue successfully recovered.
TXN0203,CUST1010,4258.0,abandoned,checkout_abandoned,1,PRIORITY_REMINDER,HIGH,True,True,4258.0,RECOVERED,Revenue successfully recovered.
TXN0204,CUST1099,6896.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0205,CUST1016,5600.0,failed,network_error,2,RETRY_PAYMENT,MEDIUM,True,False,0.0,FAILED,Recovery attempt was unsuccessful.
TXN0206,CUST1154,14506.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0207,CUST1079,10947.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0208,CUST1079,9356.0,failed,authentication_failed,0,ALTERNATIVE_PAYMENT,MEDIUM,True,False,0.0,FAILED,Recovery attempt was unsuccessful.
TXN0209,CUST1130,6127.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0210,CUST1049,3910.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0211,CUST1189,14677.0,failed,authentication_failed,1,ALTERNATIVE_PAYMENT,MEDIUM,True,True,14677.0,RECOVERED,Revenue successfully recovered.
TXN0212,CUST1041,3161.0,failed,bank_timeout,3,STOP,HIGH,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0213,CUST1173,11988.0,failed,card_declined,1,ALTERNATIVE_PAYMENT,MEDIUM,True,True,11988.0,RECOVERED,Revenue successfully recovered.
TXN0214,CUST1120,13881.0,failed,authentication_failed,3,STOP,HIGH,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0215,CUST1199,6455.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0216,CUST1154,2466.0,failed,network_error,0,RETRY_PAYMENT,MEDIUM,True,True,2466.0,RECOVERED,Revenue successfully recovered.
TXN0217,CUST1031,4869.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0218,CUST1023,3836.0,abandoned,checkout_abandoned,3,STOP,HIGH,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0219,CUST1095,4061.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0220,CUST1182,10847.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0221,CUST1178,13815.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0222,CUST1004,4392.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0223,CUST1108,2020.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0224,CUST1163,13206.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0225,CUST1004,10552.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0226,CUST1000,10272.0,failed,bank_timeout,0,RETRY_PAYMENT,MEDIUM,True,False,0.0,FAILED,Recovery attempt was unsuccessful.
TXN0227,CUST1134,9113.0,failed,card_declined,3,STOP,HIGH,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0228,CUST1095,4354.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0229,CUST1187,10964.0,failed,network_error,1,RETRY_PAYMENT,MEDIUM,True,True,10964.0,RECOVERED,Revenue successfully recovered.
TXN0230,CUST1086,13527.0,failed,card_declined,3,STOP,HIGH,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0231,CUST1016,11930.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0232,CUST1010,5369.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0233,CUST1009,12540.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0234,CUST1084,4675.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0235,CUST1098,5753.0,failed,network_error,2,RETRY_PAYMENT,MEDIUM,True,True,5753.0,RECOVERED,Revenue successfully recovered.
TXN0236,CUST1020,7254.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0237,CUST1083,11027.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0238,CUST1176,7471.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0239,CUST1070,10676.0,failed,card_declined,2,ALTERNATIVE_PAYMENT,MEDIUM,True,True,10676.0,RECOVERED,Revenue successfully recovered.
TXN0240,CUST1007,2538.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0241,CUST1093,6132.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0242,CUST1094,6294.0,failed,authentication_failed,2,ALTERNATIVE_PAYMENT,MEDIUM,True,True,6294.0,RECOVERED,Revenue successfully recovered.
TXN0243,CUST1071,4288.0,failed,card_declined,3,STOP,HIGH,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0244,CUST1198,4463.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0245,CUST1051,2208.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0246,CUST1174,14052.0,failed,authentication_failed,2,ALTERNATIVE_PAYMENT,MEDIUM,True,True,14052.0,RECOVERED,Revenue successfully recovered.
TXN0247,CUST1182,11824.0,failed,authentication_failed,1,ALTERNATIVE_PAYMENT,MEDIUM,True,True,11824.0,RECOVERED,Revenue successfully recovered.
TXN0248,CUST1060,13148.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0249,CUST1141,2325.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0250,CUST1134,6929.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0251,CUST1115,7831.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0252,CUST1046,12778.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0253,CUST1132,2706.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0254,CUST1132,14861.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0255,CUST1032,10439.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0256,CUST1151,9712.0,failed,authentication_failed,2,ALTERNATIVE_PAYMENT,MEDIUM,True,False,0.0,FAILED,Recovery attempt was unsuccessful.
TXN0257,CUST1020,943.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0258,CUST1106,10326.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0259,CUST1164,5148.0,failed,card_declined,2,ALTERNATIVE_PAYMENT,MEDIUM,True,True,5148.0,RECOVERED,Revenue successfully recovered.
TXN0260,CUST1040,7401.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0261,CUST1080,14313.0,failed,network_error,3,STOP,HIGH,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0262,CUST1131,9401.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0263,CUST1063,2507.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0264,CUST1107,4266.0,abandoned,checkout_abandoned,2,PAYMENT_REMINDER,MEDIUM,True,True,4266.0,RECOVERED,Revenue successfully recovered.
TXN0265,CUST1127,8632.0,abandoned,checkout_abandoned,3,STOP,HIGH,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0266,CUST1129,7690.0,failed,insufficient_balance,0,PAYMENT_REMINDER,HIGH,True,False,0.0,FAILED,Recovery attempt was unsuccessful.
TXN0267,CUST1167,11217.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0268,CUST1067,12118.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0269,CUST1143,3388.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0270,CUST1195,9207.0,failed,insufficient_balance,1,PAYMENT_REMINDER,HIGH,True,False,0.0,FAILED,Recovery attempt was unsuccessful.
TXN0271,CUST1086,9338.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0272,CUST1010,941.0,failed,card_declined,3,STOP,HIGH,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0273,CUST1035,5572.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0274,CUST1151,5710.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0275,CUST1121,13564.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0276,CUST1078,13253.0,failed,network_error,1,RETRY_PAYMENT,MEDIUM,True,True,13253.0,RECOVERED,Revenue successfully recovered.
TXN0277,CUST1122,2992.0,failed,card_declined,1,ALTERNATIVE_PAYMENT,MEDIUM,True,True,2992.0,RECOVERED,Revenue successfully recovered.
TXN0278,CUST1146,11676.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0279,CUST1105,11512.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0280,CUST1188,12116.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0281,CUST1134,6372.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0282,CUST1090,11272.0,failed,bank_timeout,1,RETRY_PAYMENT,MEDIUM,True,True,11272.0,RECOVERED,Revenue successfully recovered.
TXN0283,CUST1057,5075.0,failed,card_declined,2,ALTERNATIVE_PAYMENT,MEDIUM,True,True,5075.0,RECOVERED,Revenue successfully recovered.
TXN0284,CUST1184,4679.0,failed,authentication_failed,3,STOP,HIGH,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0285,CUST1197,13381.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0286,CUST1113,10946.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0287,CUST1178,4649.0,failed,authentication_failed,1,ALTERNATIVE_PAYMENT,MEDIUM,True,False,0.0,FAILED,Recovery attempt was unsuccessful.
TXN0288,CUST1057,10651.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0289,CUST1025,11359.0,abandoned,checkout_abandoned,1,PAYMENT_REMINDER,MEDIUM,True,True,11359.0,RECOVERED,Revenue successfully recovered.
TXN0290,CUST1122,10857.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0291,CUST1166,9605.0,failed,insufficient_balance,1,PAYMENT_REMINDER,HIGH,True,True,9605.0,RECOVERED,Revenue successfully recovered.
TXN0292,CUST1009,13899.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0293,CUST1009,350.0,failed,network_error,2,RETRY_PAYMENT,MEDIUM,True,True,350.0,RECOVERED,Revenue successfully recovered.
TXN0294,CUST1134,8291.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0295,CUST1084,2861.0,failed,bank_timeout,0,RETRY_PAYMENT,MEDIUM,True,False,0.0,FAILED,Recovery attempt was unsuccessful.
TXN0296,CUST1145,11248.0,failed,card_declined,3,STOP,HIGH,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0297,CUST1102,11164.0,abandoned,checkout_abandoned,3,STOP,HIGH,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0298,CUST1001,4471.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0299,CUST1149,12042.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0300,CUST1015,11140.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0301,CUST1180,12812.0,failed,network_error,2,RETRY_PAYMENT,MEDIUM,True,True,12812.0,RECOVERED,Revenue successfully recovered.
TXN0302,CUST1034,8033.0,failed,authentication_failed,2,ALTERNATIVE_PAYMENT,MEDIUM,True,False,0.0,FAILED,Recovery attempt was unsuccessful.
TXN0303,CUST1120,12607.0,failed,authentication_failed,0,ALTERNATIVE_PAYMENT,MEDIUM,True,False,0.0,FAILED,Recovery attempt was unsuccessful.
TXN0304,CUST1180,6126.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0305,CUST1051,9582.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0306,CUST1174,3564.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0307,CUST1116,2360.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0308,CUST1172,13419.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0309,CUST1148,1395.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0310,CUST1017,7933.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0311,CUST1186,10781.0,abandoned,checkout_abandoned,3,STOP,HIGH,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0312,CUST1096,1513.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0313,CUST1137,6638.0,failed,bank_timeout,0,RETRY_PAYMENT,MEDIUM,True,True,6638.0,RECOVERED,Revenue successfully recovered.
TXN0314,CUST1172,11980.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0315,CUST1088,2740.0,abandoned,checkout_abandoned,0,PAYMENT_REMINDER,MEDIUM,True,False,0.0,FAILED,Recovery attempt was unsuccessful.
TXN0316,CUST1157,12750.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0317,CUST1114,9993.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0318,CUST1059,9042.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0319,CUST1081,9660.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0320,CUST1056,6974.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0321,CUST1160,11319.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0322,CUST1171,6443.0,failed,card_declined,1,ALTERNATIVE_PAYMENT,MEDIUM,True,True,6443.0,RECOVERED,Revenue successfully recovered.
TXN0323,CUST1193,9012.0,failed,network_error,1,RETRY_PAYMENT,MEDIUM,True,True,9012.0,RECOVERED,Revenue successfully recovered.
TXN0324,CUST1143,6960.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0325,CUST1052,5610.0,abandoned,checkout_abandoned,2,PRIORITY_REMINDER,HIGH,True,True,5610.0,RECOVERED,Revenue successfully recovered.
TXN0326,CUST1013,4597.0,failed,insufficient_balance,1,PAYMENT_REMINDER,HIGH,True,False,0.0,FAILED,Recovery attempt was unsuccessful.
TXN0327,CUST1055,8053.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0328,CUST1189,2121.0,abandoned,checkout_abandoned,1,PRIORITY_REMINDER,HIGH,True,True,2121.0,RECOVERED,Revenue successfully recovered.
TXN0329,CUST1141,5468.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0330,CUST1066,6091.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0331,CUST1052,6272.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0332,CUST1004,4471.0,failed,card_declined,2,ALTERNATIVE_PAYMENT,MEDIUM,True,True,4471.0,RECOVERED,Revenue successfully recovered.
TXN0333,CUST1058,6422.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0334,CUST1065,12705.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0335,CUST1043,2492.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0336,CUST1134,753.0,failed,card_declined,1,ALTERNATIVE_PAYMENT,MEDIUM,True,True,753.0,RECOVERED,Revenue successfully recovered.
TXN0337,CUST1181,2673.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0338,CUST1163,11123.0,failed,insufficient_balance,0,PAYMENT_REMINDER,HIGH,True,False,0.0,FAILED,Recovery attempt was unsuccessful.
TXN0339,CUST1003,473.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0340,CUST1178,11242.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0341,CUST1061,3343.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0342,CUST1020,6311.0,failed,bank_timeout,2,RETRY_PAYMENT,MEDIUM,True,False,0.0,FAILED,Recovery attempt was unsuccessful.
TXN0343,CUST1167,14260.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0344,CUST1121,1118.0,failed,insufficient_balance,3,STOP,HIGH,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0345,CUST1144,14255.0,abandoned,checkout_abandoned,1,PAYMENT_REMINDER,MEDIUM,True,True,14255.0,RECOVERED,Revenue successfully recovered.
TXN0346,CUST1121,4640.0,failed,network_error,0,RETRY_PAYMENT,MEDIUM,True,True,4640.0,RECOVERED,Revenue successfully recovered.
TXN0347,CUST1004,3593.0,failed,card_declined,0,ALTERNATIVE_PAYMENT,MEDIUM,True,True,3593.0,RECOVERED,Revenue successfully recovered.
TXN0348,CUST1061,9483.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0349,CUST1128,12412.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0350,CUST1087,10114.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0351,CUST1069,13036.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0352,CUST1110,3242.0,failed,insufficient_balance,2,PAYMENT_REMINDER,HIGH,True,False,0.0,FAILED,Recovery attempt was unsuccessful.
TXN0353,CUST1021,4589.0,failed,bank_timeout,3,STOP,HIGH,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0354,CUST1023,284.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0355,CUST1022,3269.0,failed,authentication_failed,3,STOP,HIGH,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0356,CUST1090,9279.0,failed,network_error,3,STOP,HIGH,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0357,CUST1099,12964.0,abandoned,checkout_abandoned,1,PAYMENT_REMINDER,MEDIUM,True,False,0.0,FAILED,Recovery attempt was unsuccessful.
TXN0358,CUST1175,6436.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0359,CUST1016,2938.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0360,CUST1092,4322.0,failed,bank_timeout,3,STOP,HIGH,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0361,CUST1001,6682.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0362,CUST1110,13559.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0363,CUST1122,5346.0,abandoned,checkout_abandoned,2,PAYMENT_REMINDER,MEDIUM,True,True,5346.0,RECOVERED,Revenue successfully recovered.
TXN0364,CUST1125,9634.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0365,CUST1144,3472.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0366,CUST1181,3633.0,failed,insufficient_balance,3,STOP,HIGH,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0367,CUST1162,5160.0,failed,card_declined,3,STOP,HIGH,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0368,CUST1122,9738.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0369,CUST1009,13154.0,failed,insufficient_balance,0,PAYMENT_REMINDER,HIGH,True,False,0.0,FAILED,Recovery attempt was unsuccessful.
TXN0370,CUST1042,10799.0,failed,card_declined,2,ALTERNATIVE_PAYMENT,MEDIUM,True,True,10799.0,RECOVERED,Revenue successfully recovered.
TXN0371,CUST1025,4438.0,failed,authentication_failed,1,ALTERNATIVE_PAYMENT,MEDIUM,True,True,4438.0,RECOVERED,Revenue successfully recovered.
TXN0372,CUST1118,12853.0,failed,bank_timeout,2,RETRY_PAYMENT,MEDIUM,True,False,0.0,FAILED,Recovery attempt was unsuccessful.
TXN0373,CUST1075,7014.0,failed,bank_timeout,2,RETRY_PAYMENT,MEDIUM,True,True,7014.0,RECOVERED,Revenue successfully recovered.
TXN0374,CUST1052,8736.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0375,CUST1081,1299.0,failed,insufficient_balance,0,PAYMENT_REMINDER,HIGH,True,False,0.0,FAILED,Recovery attempt was unsuccessful.
TXN0376,CUST1173,13307.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0377,CUST1143,7184.0,failed,bank_timeout,1,RETRY_PAYMENT,MEDIUM,True,True,7184.0,RECOVERED,Revenue successfully recovered.
TXN0378,CUST1101,677.0,abandoned,checkout_abandoned,3,STOP,HIGH,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0379,CUST1001,11745.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0380,CUST1147,1866.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0381,CUST1067,11187.0,abandoned,checkout_abandoned,2,PAYMENT_REMINDER,MEDIUM,True,True,11187.0,RECOVERED,Revenue successfully recovered.
TXN0382,CUST1100,9816.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
TXN0383,CUST1172,11765.0,failed,bank_timeout,2,RETRY_PAYMENT,MEDIUM,True,True,11765.0,RECOVERED,Revenue successfully recovered.
TXN0384,CUST1029,3198.0,success,none,0,NO_ACTION,LOW,False,False,0.0,NOT_EXECUTED,Action is outside automatic recovery scope.
