transaction_id,customer_id,amount,payment_status,failure_reason,retry_count,recovery_action,priority,reason,should_execute
TXN0275,CUST1121,13564,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0276,CUST1078,13253,failed,network_error,1,RETRY_PAYMENT,MEDIUM,Failure appears temporary and retry may succeed.,True
TXN0277,CUST1122,2992,failed,card_declined,1,ALTERNATIVE_PAYMENT,MEDIUM,Current payment method failed; suggest another method.,True
TXN0278,CUST1146,11676,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0279,CUST1105,11512,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0280,CUST1188,12116,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0281,CUST1134,6372,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0282,CUST1090,11272,failed,bank_timeout,1,RETRY_PAYMENT,MEDIUM,Failure appears temporary and retry may succeed.,True
TXN0283,CUST1057,5075,failed,card_declined,2,ALTERNATIVE_PAYMENT,MEDIUM,Current payment method failed; suggest another method.,True
TXN0284,CUST1184,4679,failed,authentication_failed,3,STOP,HIGH,Maximum retry limit reached.,False
TXN0285,CUST1197,13381,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0286,CUST1113,10946,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0287,CUST1178,4649,failed,authentication_failed,1,ALTERNATIVE_PAYMENT,MEDIUM,Current payment method failed; suggest another method.,True
TXN0288,CUST1057,10651,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0289,CUST1025,11359,abandoned,checkout_abandoned,1,PAYMENT_REMINDER,MEDIUM,Customer abandoned checkout.,True
TXN0290,CUST1122,10857,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0291,CUST1166,9605,failed,insufficient_balance,1,PAYMENT_REMINDER,HIGH,Customer may need to add funds before retrying.,True
TXN0292,CUST1009,13899,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0293,CUST1009,350,failed,network_error,2,RETRY_PAYMENT,MEDIUM,Failure appears temporary and retry may succeed.,True
TXN0294,CUST1134,8291,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0295,CUST1084,2861,failed,bank_timeout,0,RETRY_PAYMENT,MEDIUM,Failure appears temporary and retry may succeed.,True
TXN0296,CUST1145,11248,failed,card_declined,3,STOP,HIGH,Maximum retry limit reached.,False
TXN0297,CUST1102,11164,abandoned,checkout_abandoned,3,STOP,HIGH,Maximum retry limit reached.,False
TXN0298,CUST1001,4471,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0299,CUST1149,12042,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0300,CUST1015,11140,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0301,CUST1180,12812,failed,network_error,2,RETRY_PAYMENT,MEDIUM,Failure appears temporary and retry may succeed.,True
TXN0302,CUST1034,8033,failed,authentication_failed,2,ALTERNATIVE_PAYMENT,MEDIUM,Current payment method failed; suggest another method.,True
TXN0303,CUST1120,12607,failed,authentication_failed,0,ALTERNATIVE_PAYMENT,MEDIUM,Current payment method failed; suggest another method.,True
TXN0304,CUST1180,6126,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0305,CUST1051,9582,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0306,CUST1174,3564,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0307,CUST1116,2360,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0308,CUST1172,13419,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0309,CUST1148,1395,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0310,CUST1017,7933,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0311,CUST1186,10781,abandoned,checkout_abandoned,3,STOP,HIGH,Maximum retry limit reached.,False
TXN0312,CUST1096,1513,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0313,CUST1137,6638,failed,bank_timeout,0,RETRY_PAYMENT,MEDIUM,Failure appears temporary and retry may succeed.,True
TXN0314,CUST1172,11980,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0315,CUST1088,2740,abandoned,checkout_abandoned,0,PAYMENT_REMINDER,MEDIUM,Customer abandoned checkout.,True
TXN0316,CUST1157,12750,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0317,CUST1114,9993,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0318,CUST1059,9042,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0319,CUST1081,9660,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0320,CUST1056,6974,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0321,CUST1160,11319,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0322,CUST1171,6443,failed,card_declined,1,ALTERNATIVE_PAYMENT,MEDIUM,Current payment method failed; suggest another method.,True
TXN0323,CUST1193,9012,failed,network_error,1,RETRY_PAYMENT,MEDIUM,Failure appears temporary and retry may succeed.,True
TXN0324,CUST1143,6960,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0325,CUST1052,5610,abandoned,checkout_abandoned,2,PRIORITY_REMINDER,HIGH,Premium customer abandoned checkout.,True
TXN0326,CUST1013,4597,failed,insufficient_balance,1,PAYMENT_REMINDER,HIGH,Customer may need to add funds before retrying.,True
TXN0327,CUST1055,8053,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0328,CUST1189,2121,abandoned,checkout_abandoned,1,PRIORITY_REMINDER,HIGH,Premium customer abandoned checkout.,True
TXN0329,CUST1141,5468,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0330,CUST1066,6091,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0331,CUST1052,6272,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0332,CUST1004,4471,failed,card_declined,2,ALTERNATIVE_PAYMENT,MEDIUM,Current payment method failed; suggest another method.,True
TXN0333,CUST1058,6422,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0334,CUST1065,12705,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0335,CUST1043,2492,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0336,CUST1134,753,failed,card_declined,1,ALTERNATIVE_PAYMENT,MEDIUM,Current payment method failed; suggest another method.,True
TXN0337,CUST1181,2673,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0338,CUST1163,11123,failed,insufficient_balance,0,PAYMENT_REMINDER,HIGH,Customer may need to add funds before retrying.,True
TXN0339,CUST1003,473,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0340,CUST1178,11242,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0341,CUST1061,3343,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0342,CUST1020,6311,failed,bank_timeout,2,RETRY_PAYMENT,MEDIUM,Failure appears temporary and retry may succeed.,True
TXN0343,CUST1167,14260,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0344,CUST1121,1118,failed,insufficient_balance,3,STOP,HIGH,Maximum retry limit reached.,False
TXN0345,CUST1144,14255,abandoned,checkout_abandoned,1,PAYMENT_REMINDER,MEDIUM,Customer abandoned checkout.,True
TXN0346,CUST1121,4640,failed,network_error,0,RETRY_PAYMENT,MEDIUM,Failure appears temporary and retry may succeed.,True
TXN0347,CUST1004,3593,failed,card_declined,0,ALTERNATIVE_PAYMENT,MEDIUM,Current payment method failed; suggest another method.,True
TXN0348,CUST1061,9483,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0349,CUST1128,12412,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0350,CUST1087,10114,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0351,CUST1069,13036,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0352,CUST1110,3242,failed,insufficient_balance,2,PAYMENT_REMINDER,HIGH,Customer may need to add funds before retrying.,True
TXN0353,CUST1021,4589,failed,bank_timeout,3,STOP,HIGH,Maximum retry limit reached.,False
TXN0354,CUST1023,284,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0355,CUST1022,3269,failed,authentication_failed,3,STOP,HIGH,Maximum retry limit reached.,False
TXN0356,CUST1090,9279,failed,network_error,3,STOP,HIGH,Maximum retry limit reached.,False
TXN0357,CUST1099,12964,abandoned,checkout_abandoned,1,PAYMENT_REMINDER,MEDIUM,Customer abandoned checkout.,True
TXN0358,CUST1175,6436,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0359,CUST1016,2938,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0360,CUST1092,4322,failed,bank_timeout,3,STOP,HIGH,Maximum retry limit reached.,False
TXN0361,CUST1001,6682,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0362,CUST1110,13559,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0363,CUST1122,5346,abandoned,checkout_abandoned,2,PAYMENT_REMINDER,MEDIUM,Customer abandoned checkout.,True
TXN0364,CUST1125,9634,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0365,CUST1144,3472,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0366,CUST1181,3633,failed,insufficient_balance,3,STOP,HIGH,Maximum retry limit reached.,False
TXN0367,CUST1162,5160,failed,card_declined,3,STOP,HIGH,Maximum retry limit reached.,False
TXN0368,CUST1122,9738,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0369,CUST1009,13154,failed,insufficient_balance,0,PAYMENT_REMINDER,HIGH,Customer may need to add funds before retrying.,True
TXN0370,CUST1042,10799,failed,card_declined,2,ALTERNATIVE_PAYMENT,MEDIUM,Current payment method failed; suggest another method.,True
TXN0371,CUST1025,4438,failed,authentication_failed,1,ALTERNATIVE_PAYMENT,MEDIUM,Current payment method failed; suggest another method.,True
TXN0372,CUST1118,12853,failed,bank_timeout,2,RETRY_PAYMENT,MEDIUM,Failure appears temporary and retry may succeed.,True
TXN0373,CUST1075,7014,failed,bank_timeout,2,RETRY_PAYMENT,MEDIUM,Failure appears temporary and retry may succeed.,True
TXN0374,CUST1052,8736,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0375,CUST1081,1299,failed,insufficient_balance,0,PAYMENT_REMINDER,HIGH,Customer may need to add funds before retrying.,True
TXN0376,CUST1173,13307,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0377,CUST1143,7184,failed,bank_timeout,1,RETRY_PAYMENT,MEDIUM,Failure appears temporary and retry may succeed.,True
TXN0378,CUST1101,677,abandoned,checkout_abandoned,3,STOP,HIGH,Maximum retry limit reached.,False
TXN0379,CUST1001,11745,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0380,CUST1147,1866,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0381,CUST1067,11187,abandoned,checkout_abandoned,2,PAYMENT_REMINDER,MEDIUM,Customer abandoned checkout.,True
TXN0382,CUST1100,9816,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0383,CUST1172,11765,failed,bank_timeout,2,RETRY_PAYMENT,MEDIUM,Failure appears temporary and retry may succeed.,True
TXN0384,CUST1029,3198,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0385,CUST1147,6485,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0386,CUST1044,9290,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0387,CUST1158,1077,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0388,CUST1143,8480,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0389,CUST1125,2939,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0390,CUST1070,3882,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0391,CUST1140,8568,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0392,CUST1138,13676,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0393,CUST1192,4254,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0394,CUST1112,14375,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0395,CUST1181,10197,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0396,CUST1052,13395,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0397,CUST1043,5501,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0398,CUST1173,13554,abandoned,checkout_abandoned,3,STOP,HIGH,Maximum retry limit reached.,False
TXN0399,CUST1032,11691,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0400,CUST1194,14019,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0401,CUST1160,6985,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0402,CUST1191,4757,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0403,CUST1000,14435,failed,card_declined,2,ALTERNATIVE_PAYMENT,MEDIUM,Current payment method failed; suggest another method.,True
TXN0404,CUST1101,3767,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0405,CUST1086,9166,failed,card_declined,2,ALTERNATIVE_PAYMENT,MEDIUM,Current payment method failed; suggest another method.,True
TXN0406,CUST1011,1830,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0407,CUST1000,7208,abandoned,checkout_abandoned,2,PAYMENT_REMINDER,MEDIUM,Customer abandoned checkout.,True
TXN0408,CUST1023,10923,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0409,CUST1042,1047,failed,bank_timeout,3,STOP,HIGH,Maximum retry limit reached.,False
TXN0410,CUST1000,3695,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0411,CUST1002,331,failed,card_declined,1,ALTERNATIVE_PAYMENT,MEDIUM,Current payment method failed; suggest another method.,True
TXN0412,CUST1098,1662,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0413,CUST1035,6469,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0414,CUST1166,2887,failed,bank_timeout,3,STOP,HIGH,Maximum retry limit reached.,False
TXN0415,CUST1055,1619,failed,authentication_failed,3,STOP,HIGH,Maximum retry limit reached.,False
TXN0416,CUST1035,4258,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0417,CUST1072,12961,failed,network_error,1,RETRY_PAYMENT,MEDIUM,Failure appears temporary and retry may succeed.,True
TXN0418,CUST1048,12451,failed,bank_timeout,3,STOP,HIGH,Maximum retry limit reached.,False
TXN0419,CUST1127,10653,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0420,CUST1033,6536,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0421,CUST1197,1394,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0422,CUST1015,13130,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0423,CUST1108,11697,failed,authentication_failed,1,ALTERNATIVE_PAYMENT,MEDIUM,Current payment method failed; suggest another method.,True
TXN0424,CUST1020,8576,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0425,CUST1195,13871,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0426,CUST1014,4204,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0427,CUST1079,11112,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0428,CUST1041,8332,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0429,CUST1095,2278,failed,insufficient_balance,0,PAYMENT_REMINDER,HIGH,Customer may need to add funds before retrying.,True
TXN0430,CUST1069,8781,failed,authentication_failed,0,ALTERNATIVE_PAYMENT,MEDIUM,Current payment method failed; suggest another method.,True
TXN0431,CUST1092,1107,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0432,CUST1146,11243,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0433,CUST1003,4205,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0434,CUST1141,13357,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0435,CUST1069,13732,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0436,CUST1045,3855,abandoned,checkout_abandoned,0,PRIORITY_REMINDER,HIGH,Premium customer abandoned checkout.,True
TXN0437,CUST1198,14040,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0438,CUST1051,4976,failed,bank_timeout,3,STOP,HIGH,Maximum retry limit reached.,False
TXN0439,CUST1197,12911,failed,bank_timeout,1,RETRY_PAYMENT,MEDIUM,Failure appears temporary and retry may succeed.,True
TXN0440,CUST1006,4016,failed,insufficient_balance,2,PAYMENT_REMINDER,HIGH,Customer may need to add funds before retrying.,True
TXN0441,CUST1096,14109,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0442,CUST1125,1180,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0443,CUST1105,11681,abandoned,checkout_abandoned,0,PAYMENT_REMINDER,MEDIUM,Customer abandoned checkout.,True
TXN0444,CUST1034,10639,failed,insufficient_balance,3,STOP,HIGH,Maximum retry limit reached.,False
TXN0445,CUST1074,4475,failed,network_error,2,RETRY_PAYMENT,MEDIUM,Failure appears temporary and retry may succeed.,True
TXN0446,CUST1019,3520,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0447,CUST1119,5344,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0448,CUST1118,4540,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0449,CUST1010,3721,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0450,CUST1131,1001,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0451,CUST1115,9307,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0452,CUST1031,394,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0453,CUST1165,1575,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0454,CUST1050,14985,failed,insufficient_balance,2,PAYMENT_REMINDER,HIGH,Customer may need to add funds before retrying.,True
TXN0455,CUST1012,2951,failed,card_declined,3,STOP,HIGH,Maximum retry limit reached.,False
TXN0456,CUST1044,5998,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0457,CUST1008,10260,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0458,CUST1140,8047,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0459,CUST1164,14693,failed,authentication_failed,0,ALTERNATIVE_PAYMENT,MEDIUM,Current payment method failed; suggest another method.,True
TXN0460,CUST1122,9120,abandoned,checkout_abandoned,2,PAYMENT_REMINDER,MEDIUM,Customer abandoned checkout.,True
TXN0461,CUST1006,5423,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0462,CUST1135,6055,abandoned,checkout_abandoned,0,PRIORITY_REMINDER,HIGH,Premium customer abandoned checkout.,True
TXN0463,CUST1068,8942,failed,bank_timeout,3,STOP,HIGH,Maximum retry limit reached.,False
TXN0464,CUST1045,4074,failed,network_error,0,RETRY_PAYMENT,MEDIUM,Failure appears temporary and retry may succeed.,True
TXN0465,CUST1145,9433,abandoned,checkout_abandoned,3,STOP,HIGH,Maximum retry limit reached.,False
TXN0466,CUST1125,820,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0467,CUST1122,210,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0468,CUST1082,1174,failed,bank_timeout,0,RETRY_PAYMENT,MEDIUM,Failure appears temporary and retry may succeed.,True
TXN0469,CUST1018,6319,failed,network_error,2,RETRY_PAYMENT,MEDIUM,Failure appears temporary and retry may succeed.,True
TXN0470,CUST1187,7356,failed,bank_timeout,2,RETRY_PAYMENT,MEDIUM,Failure appears temporary and retry may succeed.,True
TXN0471,CUST1044,6398,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0472,CUST1100,14137,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0473,CUST1056,10678,abandoned,checkout_abandoned,1,PRIORITY_REMINDER,HIGH,Premium customer abandoned checkout.,True
TXN0474,CUST1060,5881,failed,insufficient_balance,2,PAYMENT_REMINDER,HIGH,Customer may need to add funds before retrying.,True
TXN0475,CUST1053,4287,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0476,CUST1012,6522,abandoned,checkout_abandoned,3,STOP,HIGH,Maximum retry limit reached.,False
TXN0477,CUST1089,9145,failed,authentication_failed,1,ALTERNATIVE_PAYMENT,MEDIUM,Current payment method failed; suggest another method.,True
TXN0478,CUST1008,5030,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0479,CUST1043,14746,failed,authentication_failed,0,ALTERNATIVE_PAYMENT,MEDIUM,Current payment method failed; suggest another method.,True
TXN0480,CUST1123,11741,abandoned,checkout_abandoned,1,PAYMENT_REMINDER,MEDIUM,Customer abandoned checkout.,True
TXN0481,CUST1040,1076,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0482,CUST1184,12158,failed,network_error,1,RETRY_PAYMENT,MEDIUM,Failure appears temporary and retry may succeed.,True
TXN0483,CUST1146,9204,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0484,CUST1075,13697,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0485,CUST1043,10655,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0486,CUST1120,8212,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0487,CUST1094,14706,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0488,CUST1119,4514,failed,bank_timeout,0,RETRY_PAYMENT,MEDIUM,Failure appears temporary and retry may succeed.,True
TXN0489,CUST1138,6981,failed,card_declined,3,STOP,HIGH,Maximum retry limit reached.,False
TXN0490,CUST1146,14644,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0491,CUST1128,9557,failed,authentication_failed,1,ALTERNATIVE_PAYMENT,MEDIUM,Current payment method failed; suggest another method.,True
TXN0492,CUST1044,2937,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0493,CUST1051,13675,failed,network_error,2,RETRY_PAYMENT,MEDIUM,Failure appears temporary and retry may succeed.,True
TXN0494,CUST1022,6557,failed,network_error,3,STOP,HIGH,Maximum retry limit reached.,False
TXN0495,CUST1150,8760,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0496,CUST1149,12624,failed,insufficient_balance,2,PAYMENT_REMINDER,HIGH,Customer may need to add funds before retrying.,True
TXN0497,CUST1105,4526,failed,card_declined,0,ALTERNATIVE_PAYMENT,MEDIUM,Current payment method failed; suggest another method.,True
TXN0498,CUST1036,10328,success,none,0,NO_ACTION,LOW,Payment already completed.,False
TXN0499,CUST1012,12417,abandoned,checkout_abandoned,0,PAYMENT_REMINDER,MEDIUM,Customer abandoned checkout.,True
TXN0500,CUST1079,4792,abandoned,checkout_abandoned,1,PAYMENT_REMINDER,MEDIUM,Customer abandoned checkout.,True
